Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd, 45 - 54 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";5410;1,549982158;;;;3,940412117;3,940412117
Mænd, 45 - 54 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";5410;-20,51519551;;;;15,05305354;15,05305354
Mænd, 45 - 54 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";5431;5,423297329;;;;19,55157364;19,55157364
Mænd, 45 - 54 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";5427;0,632804258;;;;30,71264466;30,71264466
Mænd, 35 - 44 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";3564;-9,62267676;;;;4,430245333;4,430245333
Mænd, 35 - 44 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";3564;-22,05311393;;;;15,31161934;15,31161934
Mænd, 35 - 44 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";3580;-1,563207777;;;;21,279984;21,279984
Mænd, 35 - 44 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";3579;-0,484615276;;;;31,15047886;31,15047886
Mænd, 25 - 34 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";1926;-16,89095061;;;;4,748901973;4,748901973
Mænd, 25 - 34 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";1926;-27,37517501;;;;16,20640213;16,20640213
Mænd, 25 - 34 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";1940;-13,73860901;;;;24,29208938;24,29208938
Mænd, 25 - 34 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";1940;-8,821690973;;;;34,41716315;34,41716315
Mænd, 18 - 24 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";616;-74,77666358;;;;7,286735189;7,286735189
Mænd, 18 - 24 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";616;-66,11656463;;;;22,71988037;22,71988037
Mænd, 18 - 24 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";622;-81,13065899;;;;40,96439054;40,96439054
Mænd, 18 - 24 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";622;-78,41848845;;;;61,68700851;61,68700851
Mænd;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";16634;-8,981089557;;;;4,40211678;4,40211678
Mænd;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";16634;-25,4920012;;;;15,88978955;15,88978955
Mænd;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";16702;-8,083096147;;;;22,89295678;22,89295678
Mænd;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";16701;-8,97282421;;;;34,47638111;34,47638111
Kvinder, 55 - 64 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";5630;-2,105175128;;;;4,100662015;4,100662015
Kvinder, 55 - 64 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";5630;28,82545729;;;;6,757551723;6,757551723
Kvinder, 55 - 64 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";5664;10,04698269;;;;18,40770764;18,40770764
Kvinder, 55 - 64 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";5661;16,97031308;;;;24,31118145;24,31118145
Kvinder, 45 - 54 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";6451;25,22333642;;;;2,902521734;2,902521734
Kvinder, 45 - 54 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";6451;33,88343537;;;;5,90716844;5,90716844
Kvinder, 45 - 54 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";6489;18,86934101;;;;16,2251206;16,2251206
Kvinder, 45 - 54 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";6484;21,58151155;;;;22,50439329;22,50439329
Kvinder, 35 - 44 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";4324;11,48826022;;;;3,504696793;3,504696793
Kvinder, 35 - 44 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";4324;29,42711229;;;;6,656397201;6,656397201
Kvinder, 35 - 44 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";4351;17,16823179;;;;16,6459626;16,6459626
Kvinder, 35 - 44 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";4345;16,17065079;;;;24,62451005;24,62451005
Kvinder, 25 - 34 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";2338;-2,779599345;;;;4,130230212;4,130230212
Kvinder, 25 - 34 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";2338;17,91811277;;;;8,591372137;8,591372137
Kvinder, 25 - 34 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";2355;-1,255055581;;;;21,2037494;21,2037494
Kvinder, 25 - 34 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";2358;5,527665041;;;;28,7947102;28,7947102
Kvinder, 18 - 24 år;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";667;0,199955909;;;;3,99960015;3,99960015
Kvinder, 18 - 24 år;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";667;-3,23796758;;;;12,14828298;12,14828298
Kvinder, 18 - 24 år;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";670;-35,71404784;;;;29,72865251;29,72865251
Kvinder, 18 - 24 år;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";671;-61,42247535;;;;55,0275261;55,0275261
Kvinder;Typiske løft på 30 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 30 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft på mindst 30 kg (svarkategori 2-6).";19410;8,981089557;;;;3,614616507;3,614616507
Kvinder;Typiske løft på 16 kg eller derover;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du typisk mindst 16 kg?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%) med et typisk løft i arbejdstiden på mindst 16 kg (svarkategori 2-6).";19410;25,4920012;;;;7,317996093;7,317996093
Kvinder;Skubber eller trækker mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid skubber eller trækker du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der skubber eller trækker mindst 1/4 af arbejdstiden (svarkategori 3-6).";19529;8,083096147;;;;18,89355883;18,89355883
Kvinder;Bærer eller løfter mindst 1/4 af tiden;Løft, skub eller træk af byrder;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid bærer eller løfter du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der bærer eller løfter mindst 1/4 af arbejdstiden (svarkategori 3-6).";19519;8,97282421;;;;27,44480674;27,44480674
Mænd, 55 - 64 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";5123;48,95614337;;;;65,76859266;65,76859266
Mænd, 55 - 64 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";5123;43,84043849;;;;83,43847384;83,43847384
Mænd, 45 - 54 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";5414;30,83989824;;;;64,28182146;64,28182146
Mænd, 45 - 54 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";5417;25,02615604;;;;81,362203;81,362203
Mænd, 35 - 44 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";3552;3,610206443;;;;62,04712431;62,04712431
Mænd, 35 - 44 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";3554;-0,119842717;;;;78,58718866;78,58718866
Mænd, 25 - 34 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";1922;13,56236704;;;;62,86388217;62,86388217
Mænd, 25 - 34 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";1925;-17,09546688;;;;76,71382498;76,71382498
Mænd, 18 - 24 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";615;38,57750359;;;;64,91683433;64,91683433
Mænd, 18 - 24 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";613;-20,32229671;;;;76,35772462;76,35772462
Mænd;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";16626;25,02715044;;;;63,80477857;63,80477857
Mænd;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";16632;9,612595093;;;;79,66122253;79,66122253
Kvinder, 55 - 64 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";5644;-5,223167154;;;;61,3221835;61,3221835
Kvinder, 55 - 64 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";5648;17,13307363;;;;80,49115321;80,49115321
Kvinder, 45 - 54 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";6474;-18,31851182;;;;60,24746955;60,24746955
Kvinder, 45 - 54 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";6475;4,863040852;;;;79,13708025;79,13708025
Kvinder, 35 - 44 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";4319;-21,41808231;;;;59,99309277;59,99309277
Kvinder, 35 - 44 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";4321;-7,364485363;;;;77,78769815;77,78769815
